sentences,dists
"Chintz : She also noted many buildings saw looked impressive , none heated many rooms strange combination luxury 1970s chintz",-inf -inf -6.307032116241112 -6.149087334024617 -7.85104696909396 -6.938171456217385 -7.851408758285445 -6.943421619026865 -7.339495013528878 -7.846006229357813 -inf -7.872261047678166 -7.889257655443939 -6.938171456217385 -7.858147197639176 -6.9724744331524375 -7.8397804071477495 -7.8884562607846895 -7.880536042948085 -inf
Austere : Propaganda posters frequent amid bleak-looking houses,-inf -inf -7.868058700765503 -7.896193802519765 -7.882479223901807 -7.849991432995054 -7.167359342391771 -inf
But disturbing part,-6.284699987951634 -7.904795392947017 -7.303988757287883
trip Ms Schmidt visiting Kim Il-Sung Library . She wrote : ` We,-6.961276663234428 -6.160961370416698 -5.295183255471009 -7.86753437591634 -6.309899795699259 -6.424692202672748 -7.31674885491149 -inf -6.307032116241112 -6.962557649056592 -inf -inf -7.300908226533908
"knew nothing seeing , even front us .",-6.938878574457306 -7.307155521214364 -7.854075511297492 -inf -5.72450555877229 -7.31141737580624 -6.929909217478883 -inf
` Were really students ? Did,-inf -7.873076588997103 -5.716183083279593 -6.966264897732256 -inf -7.3231931748141745
handlers honestly think bought ? Did even care ? Photo op,-inf -7.327636027787864 -6.965214949387228 -7.320262670674087 -inf -7.3231931748141745 -5.72450555877229 -7.305676078883257 -inf -6.692074394394258 -7.884261749870053
"tour completed , maybe dismantled whole set went home . '",-9.382626070449936 -7.298137062978224 -inf -7.30321992150813 -6.937680765401957 -7.3316489987230264 -7.326109018824086 -6.946307422649456 -5.716187998678762 -inf -inf
"During trip , delegates also paid visit university capital look North Koreans use computers .",-7.871874647359363 -6.961276663234428 -inf -7.321374130269609 -6.149087334024617 -7.8667412617362995 -6.689695171363702 -6.946171964217684 -6.955773706964318 -6.929007907008418 -5.418931710226959 -6.309278125933281 -7.3070483254202045 -7.30730087644377 -inf
While university students Kim Chaek,-7.304825189754699 -6.946171964217684 -6.966264897732256 -6.309899795699259 -inf
University Science Technology Pyongyang University,-6.946171964217684 -7.314342048048248 -6.95797724551266 -6.695559433919438 -6.946171964217684
Science Technology carefully monitored Internet access,-7.314342048048248 -6.95797724551266 -7.296321676503148 -7.327101084392288 -6.15240476834025 -6.942465290465068
strict instructions access educational materials,-7.8660294253840926 -7.310684455047131 -6.942465290465068 -7.283444976961467 -7.322262578772388
North Koreans never surfed web .,-5.418931710226959 -6.309278125933281 -6.479232521018211 -7.305393383696523 -7.895060317352245 -inf
"Matter opinion : North Koreans taught believe lucky North Korea 're hostages country , wrote",-7.907923541992877 -7.866397410079559 -inf -5.418931710226959 -6.309278125933281 -7.28598587322192 -6.949129557124428 -7.298041731469927 -5.418931710226959 -5.9212227105932 -7.303644425528242 -7.839539965307019 -6.477843322793437 -inf -6.962557649056592
"Top secret : Sophie Schmidt -LRB- left -RRB- , pictured 2009 , managed snap photos secretive state visited father Google executive chairman Eric Schmidt -LRB- pictured right -RRB- former New Mexico governor Bill Richardson visited North Korea earlier month",-7.883642050240163 -7.898226385653052 -inf -6.688053571187477 -5.295183255471009 -6.472663851272571 -6.0162498190234315 -6.470809411477318 -inf -7.28656401925247 -7.293927560595321 -inf -7.883523104583337 -7.875664673628054 -7.31154214670452 -6.690168030955366 -6.005102714174507 -6.954031374753984 -6.682611325338568 -6.484182093159034 -6.68523323153474 -7.329393837155629 -6.476401164255246 -5.295183255471009 -6.472663851272571 -7.28656401925247 -6.683960139609975 -6.470809411477318 -6.155940657180181 -6.472405892767329 -6.96628089296881 -6.94737864746237 -6.950543670349295 -6.964613942251438 -6.954031374753984 -5.418931710226959 -5.9212227105932 -6.692080949259014 -6.490932166111858
"Incredible journey : Ms Schmidt , far right , joined U.S. Former New Mexico state governor Bill Richardson , third left , father , Eric Schmidt , third right , four-day trip",-9.355217228390725 -7.892937894795951 -inf -6.160961370416698 -5.295183255471009 -inf -7.88129343289332 -6.683960139609975 -inf -7.927294301284258 -inf -6.155940657180181 -6.472405892767329 -6.96628089296881 -6.005102714174507 -6.94737864746237 -6.950543670349295 -6.964613942251438 -inf -7.308444020033154 -6.0162498190234315 -inf -6.682611325338568 -inf -6.476401164255246 -5.295183255471009 -inf -7.308444020033154 -6.683960139609975 -inf -6.121727832789335 -6.961276663234428
Computers Pyongyang 's main library,-7.30730087644377 -6.695559433919438 -inf -7.842915054191163 -7.31674885491149
Grand People 's Study House linked domestic,-9.340395393786151 -6.479941670999277 -inf -7.870188314553658 -7.321189694250909 -7.912348039479627 -inf
service allows read state-run media online access,-9.484864553887466 -7.886356830875103 -7.89028868965416 -5.7606245240564675 -7.8642685662663485 -7.8612573861113155 -6.942465290465068
trove reading materials approved North Korean officials .,-inf -7.897158670125692 -7.322262578772388 -7.8931057339147 -5.418931710226959 -6.942690684939062 -6.670358915819365 -inf
` We knew nothing,-inf -7.300908226533908 -6.938878574457306 -7.307155521214364
"seeing , even front us . Did",-7.854075511297492 -inf -5.72450555877229 -7.31141737580624 -6.929909217478883 -inf -7.3231931748141745
"handlers honestly think bought ? Did even care ? Photo op completed , maybe dismantled whole set went home . '",-inf -7.327636027787864 -6.965214949387228 -7.320262670674087 -inf -7.3231931748141745 -5.72450555877229 -7.305676078883257 -inf -6.692074394394258 -7.884261749870053 -7.298137062978224 -inf -7.30321992150813 -6.937680765401957 -7.3316489987230264 -7.326109018824086 -6.946307422649456 -5.716187998678762 -inf -inf
North,-5.418931710226959
Koreans computers home also sign Intranet,-6.309278125933281 -7.30730087644377 -5.716187998678762 -6.149087334024617 -7.8798043319092175 -inf
service .,-5.925354805615373 -inf
"Mr Schmidt , oversaw Google 's",-7.889756932037758 -5.295183255471009 -inf -7.854420742580017 -6.484182093159034 -inf
"expansion global Internet giant , speaks frequently",-inf -7.919268724315162 -6.15240476834025 -7.906856231009019 -inf -7.906388497199856 -inf
importance providing people around world Internet access,-7.855266215006868 -7.869379813996615 -6.479941670999277 -6.469464635801317 -6.667342507748004 -6.15240476834025 -6.942465290465068
technology .,-6.95797724551266 -inf
"Google offices 40 countries , including",-6.484182093159034 -7.942336713268482 -7.305659961137059 -7.913904876394227 -inf -6.919109188822377
"three North Korea 's neighbors : Russia , South Korea China ,",-6.1584980214524725 -5.418931710226959 -5.9212227105932 -inf -7.913276180750591 -inf -7.847255142182238 -inf -7.2891613669132616 -5.9212227105932 -6.302797944508563 -inf
another country criticized systematic Internet censorship .,-7.850363703598009 -6.477843322793437 -7.932861439057152 -7.865683433669356 -6.15240476834025 -7.88572742314249 -inf
Using science technology build,-7.856484144859903 -7.314342048048248 -6.95797724551266 -inf
North Korea 's beleaguered economy highlight New Year 's Day,-5.418931710226959 -5.9212227105932 -inf -7.910830291369135 -7.861467477870763 -7.877095084903179 -6.472405892767329 -6.282558390966968 -inf -6.482728045313494
speech leader Kim Jong Un .,-9.308561899816597 -6.701678997815974 -6.309899795699259 -6.94593837058989 -7.869794345329514 -inf
The body North Korean leader Kim Jong-il lies state Kumsusan Memorial Palace Pyongyang,-5.699416274745877 -6.7006127715824455 -5.418931710226959 -6.942690684939062 -6.701678997815974 -6.309899795699259 -6.253262118572363 -7.881255631945144 -6.005102714174507 -7.883656341490882 -7.942010653178167 -7.916472906720604 -6.695559433919438
"Following Lenin , Mao Ho Chi Minh , body Kim Jong II gone display state mausoleum Pyongyang .",-9.440108254019306 -7.887947875581059 -inf -7.328492668551469 -7.89775061056925 -7.865406445644761 -7.890710127891009 -inf -6.7006127715824455 -6.309899795699259 -6.94593837058989 -7.8971106849398085 -7.829851960008208 -7.330435516788321 -6.005102714174507 -7.899579671490174 -6.695559433919438 -inf
"And looks remarkably good considering dead year , according visitors .",-7.835206789117526 -7.313375812233093 -7.856944774390911 -6.6861676832411385 -7.87386947763364 -7.858998678700958 -6.282558390966968 -inf -7.323872766808301 -7.87753705151549 -inf
"British travel agent , seen former leader , told The Times : ` They 've done good job - looks lifelike compared mausoleums .",-7.830187243098636 -7.321501412256936 -7.8688407009936885 -inf -7.879501543291273 -6.155940657180181 -6.701678997815974 -inf -6.955388241610609 -5.699416274745877 -7.856054210186852 -inf -inf -5.635217244370419 -7.895552288542359 -6.687233616927936 -6.6861676832411385 -7.291879722414602 -inf -7.313375812233093 -7.871805554845074 -7.858665917763675 -7.869855378570564 -inf
"` This certainly lot better Mao 's , rushed underwhelming experience . '",-inf -7.885871229221066 -7.858845605771125 -7.839397930380073 -6.47826910161797 -7.328492668551469 -inf -inf -7.887801765389196 -7.907402862349092 -6.695680776946297 -inf -inf
"Among items display boat , railway carriage suffered fatal heart attack December 2011 Apple laptop working died .",-6.952083354251232 -7.875098997814794 -7.330435516788321 -7.84611712633211 -inf -7.913908141618761 -7.887717504608621 -6.92752437847163 -7.912550617220651 -7.9090092735116215 -7.902583240392596 -7.8833444879424475 -7.297706168854497 -7.855048609249959 -7.848488433108043 -7.299552686764977 -7.887572219188853 -inf
Tourist bow feet arms body head considered disrespectful .,-7.824728000631128 -7.880463262079532 -7.90111670380243 -7.888043454700803 -6.7006127715824455 -7.864983840083129 -7.301523048503527 -7.885217012448828 -inf
"It believed team Russian experts carried embalming process involved removing organs , extracting blood placing body vat embalming fluid .",-5.7099136171550855 -7.889211174290122 -6.675225222004302 -7.895370821538577 -7.907278438365156 -7.8886995187609745 -7.335510741436 -7.879961896471531 -7.880043666440525 -7.845862166142659 -7.871537040980937 -inf -7.858444118978403 -7.281433045948569 -7.8741238529267195 -6.7006127715824455 -7.885785779976623 -7.335510741436 -7.867218888870296 -inf
@highlight,-7.877095084903179
Google executive chairman Eric Schmidt visited country earlier month daughter Sophie blogged ` strange ' experience,-6.484182093159034 -6.68523323153474 -7.329393837155629 -6.476401164255246 -5.295183255471009 -6.954031374753984 -6.477843322793437 -6.692080949259014 -6.490932166111858 -6.69627109015488 -6.688053571187477 -7.879783284948218 -inf -6.9724744331524375 -inf -6.695680776946297
@highlight,-7.877095084903179
According Ms Schmidt visit full ` highly-staged encounters ',-7.323872766808301 -6.160961370416698 -5.295183255471009 -6.689695171363702 -7.8896526442371675 -inf -6.417352564518913 -7.334852608465474 -inf
@highlight,-7.877095084903179
Exact reason Schmidt 's visit still unknown described ` private ',-inf -7.912026215647581 -5.295183255471009 -inf -6.689695171363702 -6.690555309639907 -7.883856068296473 -7.300586531941266 -inf -7.91343583681579 -inf
By,-inf
Olivia Williams,-inf -4.78141539948189
PUBLISHED :,-7.674717086138909 -inf
"12:35 EST , 16 August 2013",-6.727823400976583 -6.853895731671308 -inf -6.897913541274229 -6.879666838611812 -7.43702329071045
|,-inf
UPDATED :,-7.447970574815543 -inf
"23:14 EST , 16 August 2013",-6.77400463206217 -6.853895731671308 -inf -6.897913541274229 -6.879666838611812 -7.43702329071045
Poignant : The diamond encrusted brooch prisoner Katarzyna Krauze managed hide Gulag,-inf -inf -4.957883208209557 -7.427143608705345 -7.44918913439354 -4.988209287914421 -6.893090415321306 -6.03407403573579 -6.050297992186732 -7.428745171779551 -6.831146549324186 -6.262475954565019
A gold brooch World War Two prisoner stitched cardigan seam hide captors emerged Antiques Roadshow .,-inf -6.866224078455723 -4.988209287914421 -6.478909582509905 -6.244327906087603 -5.8650903613628875 -6.893090415321306 -6.8383239637919875 -5.743585297616734 -7.425695093513069 -6.831146549324186 -7.4516167954144 -7.46690824108131 -5.864587118673599 -6.038266536988457 -inf
The precious heirloom sewn lining Polish woman Katarzyna Krauze asshe family forced home invading Russian army 1939 .,-4.957883208209557 -6.859039565239693 -6.904879592275804 -7.441001401561069 -6.477489643979552 -6.867159039919469 -7.467075968859549 -6.03407403573579 -6.050297992186732 -7.465246636684054 -5.700634199719219 -7.453488544682167 -6.489228394934609 -7.450864941060139 -6.222963204081469 -6.241201249194901 -7.470037712533409 -inf
"While interned labour camp Siberia husband died pneumonia , Ms Krauze possessions taken - except cardigan .",-7.431537008400588 -7.429165778745121 -7.448011212551724 -6.504650299406328 -7.435945512550437 -6.868417402940886 -6.229182870637617 -7.4247793330466125 -inf -6.752485144158326 -6.050297992186732 -6.507458004441848 -7.438006643147729 -inf -7.46827500983667 -5.743585297616734 -inf
After Russians changed sides war Katarzyna 18-year-old daughter Irena released eventually fled England via Palestine .,-6.836105087436778 -6.536923282194106 -7.4538874891318665 -7.418355714255793 -6.244327906087603 -6.03407403573579 -4.652069946033789 -5.178736899469755 -6.029391576452278 -6.888689214050032 -7.490273792992166 -7.4694233307357685 -6.860745233279226 -7.420738464348213 -7.465626061039853 -inf
It war moved south London felt safe enough unstitch star-shaped brooch hiding place .,-5.8787580995328925 -6.244327906087603 -6.515116486192938 -7.467513600731359 -7.416076538983113 -6.839886064719494 -6.4996203587473005 -7.437260917630551 -7.441189913875488 -6.4371896087130684 -4.988209287914421 -7.478146688283302 -7.4211002246110604 -inf
The piece jewellery treasured family handed generations .,-4.957883208209557 -6.23812455460089 -6.495748832302378 -6.908585837406604 -5.700634199719219 -6.892823853054448 -7.502419918453919 -inf
"Victoria Wilson , great-granddaughter , took along Antiques Roadshow Surrey show experts reveal lucky star 's remarkable story .",-5.873295464328676 -6.540207465304066 -inf -5.095231162703732 -inf -6.246079807115143 -6.872639899693339 -5.864587118673599 -6.038266536988457 -7.479402818897598 -6.818679224404323 -7.443621190757709 -7.5132321146394885 -7.437447215726938 -6.889519816504171 -inf -6.890169441593982 -7.45168742342971 -inf
"Victoria , 31-year-old HR manager Guildford , said : ` The brooch item left family 's life Poland . They lost everything apart brooch .",-5.873295464328676 -inf -4.699107692170532 -7.454159793720795 -7.456269628292664 -7.3954862538575385 -inf -5.453550009932818 -inf -inf -4.957883208209557 -4.988209287914421 -6.903601011781744 -6.475805452743115 -5.700634199719219 -inf -6.844007544010942 -6.5289535823294536 -inf -6.828234383014864 -6.83817436817981 -6.869741742887848 -6.866049686788365 -4.988209287914421 -inf
